100 200 400 5 
16 14 13 14 17 
20 20 17 17 14 
12 14 19 13 18 
20 10 14 12 10 
12 10 13 18 11 
19 10 13 19 13 
17 11 11 10 18 
15 14 10 17 11 
18 14 13 10 12 
10 15 20 16 20 
11 12 19 11 19 
17 15 18 14 20 
17 10 20 13 16 
14 17 14 12 14 
16 17 16 15 20 
18 18 19 15 19 
20 11 11 10 12 
17 15 14 19 15 
13 20 10 10 19 
18 18 18 19 13 
11 18 16 18 14 
10 13 13 19 16 
15 15 17 15 13 
10 16 10 19 11 
11 19 13 18 20 
19 15 11 14 19 
18 19 16 20 16 
18 15 19 18 11 
14 17 12 16 11 
10 10 10 19 14 
16 18 18 18 15 
15 16 15 16 18 
10 15 16 19 14 
15 12 19 18 19 
14 20 12 18 14 
12 20 10 20 11 
14 10 18 10 20 
500 379 378 558 337 26269 
463 313 302 540 458 27093 
547 373 366 596 559 22803 
508 446 379 327 310 23719 
303 562 512 515 498 23101 
458 385 313 567 396 21038 
367 551 402 363 549 27759 
322 583 303 417 401 20552 
519 394 515 349 338 21602 
316 488 375 349 528 22970 
439 566 390 530 579 24778 
435 355 370 379 540 25200 
387 368 434 433 349 21503 
511 330 438 449 307 28337 
506 387 314 556 585 25778 
318 323 550 501 414 23312 
464 567 344 355 430 29869 
559 332 369 318 528 20016 
415 353 575 543 363 20293 
475 473 379 537 375 24897 
506 510 534 449 568 27390 
311 586 362 426 326 25363 
594 357 369 369 574 21225 
407 416 550 373 582 21882 
484 466 424 539 369 26141 
467 382 325 330 550 21259 
408 513 471 426 571 29541 
595 388 328 498 518 28381 
376 576 594 370 542 22590 
546 298 492 523 411 24243 
374 394 432 573 296 28980 
510 322 378 586 317 27606 
380 475 439 583 326 24518 
336 532 302 531 537 26655 
335 469 466 587 455 22095 
302 474 458 330 554 25470 
482 440 502 521 581 21759 
325 347 300 586 528 24319 
414 545 329 358 347 26874 
338 477 540 554 359 28362 
309 304 310 518 437 29734 
450 519 362 542 405 20803 
583 399 509 354 548 27695 
409 455 457 420 551 22501 
451 357 455 317 579 27691 
503 402 578 409 486 27493 
529 383 456 508 540 26817 
370 327 445 573 381 20363 
470 331 526 579 491 22216 
487 351 348 339 404 26526 
368 453 386 457 478 23715 
498 336 495 537 530 22337 
525 585 356 507 301 21659 
315 441 374 389 422 21597 
338 332 506 354 366 26620 
447 469 442 436 448 29492 
577 487 335 537 544 26211 
480 405 586 449 409 20179 
450 402 410 505 444 27219 
434 563 486 389 429 20536 
534 567 419 479 480 25192 
434 420 415 389 423 20653 
442 443 467 416 453 29772 
435 391 322 564 495 23290 
363 456 573 553 539 27433 
413 468 410 377 313 21713 
592 421 499 352 473 29398 
322 339 403 440 309 22549 
459 448 507 478 377 21238 
457 301 485 350 547 21600 
555 465 307 359 457 21051 
429 327 524 465 332 23685 
516 335 450 572 537 23272 
564 578 378 462 296 25768 
553 508 461 462 448 27583 
418 474 313 417 373 26998 
483 379 564 331 511 29353 
463 515 355 333 487 23621 
422 480 309 518 431 24551 
326 403 309 334 466 22404 
443 560 354 375 552 24216 
332 344 306 472 429 22897 
543 523 356 588 578 22164 
502 566 377 307 493 25274 
374 391 362 517 498 28637 
380 403 512 351 348 27116 
325 468 484 577 492 23828 
371 482 344 360 501 24598 
449 314 323 388 544 27954 
381 449 411 511 348 20032 
429 343 560 540 381 26647 
591 548 558 569 460 21868 
541 407 451 518 527 21340 
352 441 358 456 423 29461 
320 367 334 400 470 26060 
389 545 512 478 409 23475 
550 388 571 487 519 25097 
520 322 568 310 487 28344 
543 361 525 441 433 23294 
314 513 545 456 342 26318 
35 36 43 35 40 45 37 37 35 42 42 40 37 42 39 37 37 39 40 44 45 39 35 40 35 43 41 44 38 37 40 39 39 45 45 44 44 38 36 45 42 40 45 42 43 40 41 36 45 44 36 35 38 36 36 40 35 41 44 40 42 43 42 35 37 42 38 35 36 45 37 39 41 36 35 42 43 42 35 41 45 45 39 40 44 45 41 42 40 40 36 45 41 38 40 42 42 36 41 41 42 40 41 41 39 36 40 43 35 35 40 38 35 37 36 39 41 41 41 45 43 40 40 42 42 39 40 40 42 40 38 41 38 42 40 45 37 39 41 43 45 42 44 40 37 36 44 37 42 35 45 38 44 38 45 40 36 39 42 39 36 43 36 39 38 38 43 38 38 35 41 40 37 36 45 44 40 39 43 36 36 35 36 40 39 44 39 39 42 38 35 43 44 45 44 43 36 41 35 43 
40 44 38 44 41 39 43 40 45 39 41 43 44 38 37 43 42 44 35 42 44 38 35 36 39 36 42 41 43 44 43 41 44 44 40 36 39 39 42 36 35 36 40 42 37 39 45 41 42 44 38 44 43 39 35 40 40 39 40 43 45 38 36 36 35 45 39 37 45 44 37 36 37 38 41 39 41 39 39 39 41 39 36 42 45 42 39 44 44 43 39 35 40 42 42 42 43 39 38 39 38 42 36 38 42 44 38 36 41 35 45 39 40 38 37 38 44 36 41 35 40 39 36 43 42 35 43 41 38 39 38 40 42 44 37 40 39 35 35 37 41 44 39 44 38 36 38 45 41 39 40 41 45 39 35 39 41 43 44 36 36 42 44 41 42 45 35 45 37 45 40 38 42 41 44 44 42 43 42 38 40 42 38 44 39 45 38 45 36 39 44 45 38 40 40 43 45 42 37 45 
41 36 37 44 37 36 44 41 41 44 42 39 44 42 36 35 42 41 40 41 35 38 44 39 42 41 35 43 38 39 36 36 44 45 41 35 42 40 41 44 39 42 37 40 37 45 37 45 40 36 45 44 37 35 43 35 45 42 41 36 36 44 40 42 40 40 36 44 42 38 39 39 44 37 36 43 42 37 44 35 36 37 38 43 42 42 41 38 36 38 36 37 42 39 44 41 38 39 42 44 43 44 38 37 36 40 35 45 43 36 36 39 43 37 39 35 45 36 37 40 43 37 37 38 39 37 45 43 41 41 38 44 37 36 43 42 35 43 36 44 42 38 39 37 38 35 45 43 39 43 44 44 36 38 45 38 38 35 41 43 44 40 43 42 39 38 38 38 45 41 43 36 43 37 41 44 38 41 36 39 36 37 36 37 43 35 40 45 37 37 42 35 44 36 36 43 45 35 35 44 
36 43 37 39 41 42 35 45 43 39 35 36 45 44 42 44 37 42 41 37 37 35 39 39 45 35 40 39 44 43 41 38 41 42 42 37 35 45 37 42 41 39 36 39 36 41 40 40 44 35 38 36 38 44 45 44 45 43 43 44 39 42 42 43 40 37 39 45 40 39 40 37 44 45 36 40 42 38 39 43 35 38 37 43 38 42 39 43 42 41 41 43 35 41 38 40 40 40 38 44 36 39 39 44 35 40 43 38 45 45 45 43 38 43 37 41 40 37 37 41 40 43 41 45 43 41 36 36 40 37 41 38 42 35 44 44 38 36 43 42 39 41 41 40 41 45 41 37 35 41 38 35 36 41 39 41 43 39 39 39 35 41 39 36 38 42 41 44 40 45 35 40 36 45 41 42 36 40 35 39 45 39 44 45 41 36 44 37 42 42 45 40 36 36 38 45 41 44 35 45 
45 40 38 40 39 44 37 39 43 43 42 42 42 38 36 42 45 36 35 36 36 37 42 42 40 38 40 38 36 44 39 36 42 45 44 42 37 36 35 36 36 38 41 45 37 35 35 44 44 45 41 36 40 43 45 41 41 40 43 38 36 40 39 44 45 35 38 40 44 44 37 43 44 39 42 39 40 40 36 39 43 37 38 37 43 41 42 38 36 37 40 40 36 45 39 35 36 41 45 36 38 38 38 36 38 39 42 41 35 38 35 40 40 38 37 39 42 38 35 45 36 38 45 38 36 45 36 35 45 43 37 36 37 39 37 38 41 44 44 42 41 43 44 44 43 37 45 37 39 38 43 45 43 39 42 40 36 37 44 40 45 44 38 41 45 40 44 35 37 45 43 44 35 40 39 45 37 37 41 44 41 35 43 43 42 35 44 35 45 37 40 42 43 45 42 45 36 43 38 40 
45 42 39 36 44 37 41 39 37 43 37 42 38 40 39 41 42 35 44 39 40 45 43 43 43 39 39 37 42 37 42 39 38 38 38 42 45 43 44 35 45 35 39 36 43 35 41 45 36 40 35 41 39 40 39 39 41 45 42 41 35 38 39 43 41 41 37 36 36 38 43 37 37 39 42 40 35 40 39 36 40 36 37 39 38 45 44 38 39 43 45 38 41 41 36 40 40 43 35 37 36 39 39 37 36 44 37 44 43 45 37 38 41 42 40 40 38 44 39 35 45 45 41 45 39 41 43 39 35 40 36 41 45 42 37 41 44 38 38 45 45 41 38 40 35 43 42 41 37 37 36 38 37 43 44 43 35 36 37 43 40 39 44 38 41 43 45 45 44 43 42 44 41 43 39 41 39 43 40 42 43 41 38 41 40 44 39 37 40 35 42 36 41 42 42 43 42 45 38 43 
35 35 35 45 37 43 37 38 43 38 40 45 45 44 37 43 42 40 40 37 40 44 44 45 45 45 36 37 39 43 43 43 39 39 41 42 43 44 37 43 36 36 43 45 35 39 44 41 45 39 45 43 39 37 44 35 37 36 44 35 45 44 44 40 43 45 39 37 39 36 38 36 37 39 44 44 45 43 39 43 42 40 39 41 41 42 45 43 35 41 36 44 42 38 37 39 42 37 36 42 41 42 35 44 37 37 43 43 45 42 43 37 37 35 44 43 37 39 37 42 44 35 41 41 40 36 42 35 39 40 36 42 39 35 37 38 41 39 40 43 35 43 35 37 40 44 38 39 44 43 38 43 42 44 44 39 37 41 40 38 42 45 37 36 37 43 44 39 44 41 35 43 40 45 38 43 36 44 38 42 36 38 44 35 41 45 44 41 37 35 41 42 36 35 38 41 39 37 35 43 
35 38 43 39 38 38 45 41 42 38 36 40 41 42 42 43 40 43 36 38 35 39 43 45 41 41 41 45 43 36 40 39 40 40 41 36 42 40 38 41 35 44 43 40 39 40 36 42 35 42 36 37 45 43 44 38 38 42 44 39 39 39 35 39 42 40 37 43 42 40 39 40 36 39 43 35 40 36 43 41 41 40 42 40 42 45 42 45 39 41 37 40 38 42 42 44 40 43 36 39 37 35 40 44 38 40 42 37 41 38 44 39 35 44 36 45 44 44 35 45 38 43 36 44 43 35 43 41 35 41 41 35 38 41 38 42 43 43 43 42 36 43 38 35 36 41 44 37 41 37 44 35 39 41 43 39 42 43 35 45 41 45 38 44 37 40 36 44 42 35 35 43 37 35 37 42 37 42 38 38 38 35 45 37 42 37 45 35 43 38 42 39 36 43 37 40 35 38 40 45 
45 41 44 38 44 35 37 38 37 40 43 37 40 37 37 42 44 40 38 36 38 37 42 35 35 38 37 38 41 39 38 44 38 45 38 43 42 43 45 40 43 43 38 41 38 36 35 42 37 39 40 38 40 45 41 35 45 40 42 41 37 38 36 39 45 36 39 44 37 43 43 44 44 38 41 41 35 43 36 39 43 38 42 40 40 44 36 39 37 39 40 45 45 40 36 42 40 44 41 39 43 45 38 39 45 44 36 36 36 43 43 43 39 38 36 37 36 35 36 42 42 35 41 45 41 41 45 41 35 37 39 37 37 43 45 38 36 35 42 41 42 40 38 45 44 35 36 44 40 45 36 41 36 39 36 39 36 42 39 42 37 40 41 43 37 37 36 41 41 40 36 35 38 43 45 39 45 37 37 39 43 36 41 41 43 42 40 44 42 41 39 43 37 36 41 41 42 41 37 43 
36 39 35 36 35 36 43 38 38 44 37 36 40 37 38 38 36 40 36 45 44 44 42 38 37 42 36 37 42 36 35 35 36 37 37 44 44 38 39 40 37 42 42 35 43 37 35 44 37 42 37 35 44 42 35 41 45 45 44 38 38 40 36 45 36 42 45 36 42 42 45 35 43 37 39 40 36 40 38 39 39 41 42 45 43 35 44 40 39 39 42 40 41 39 40 45 43 43 37 43 35 42 41 44 38 35 36 40 42 35 43 41 35 41 42 40 45 43 41 43 35 38 40 45 39 36 37 39 44 41 37 41 43 35 40 43 39 39 38 38 45 38 40 41 36 37 45 45 40 44 40 35 38 45 44 35 35 35 44 36 40 45 38 38 39 36 45 39 42 39 41 45 40 40 39 42 40 39 35 43 36 45 41 42 42 36 43 35 41 40 36 39 43 42 42 36 43 41 45 37 
35 41 38 45 36 43 37 44 41 35 40 45 42 36 43 40 35 37 35 39 35 36 45 39 41 45 38 35 43 41 37 39 37 40 37 39 42 45 41 37 39 42 37 37 45 35 38 40 36 42 37 38 36 41 42 42 42 43 37 39 45 36 37 36 36 44 35 38 41 41 38 45 38 40 36 37 40 41 44 38 45 35 44 37 44 37 45 37 44 36 39 40 35 39 38 38 41 44 45 45 44 36 45 40 44 36 36 42 36 42 41 44 44 37 41 35 40 45 39 45 41 45 38 43 41 40 37 36 43 41 41 38 35 40 43 45 40 44 43 36 35 39 44 38 43 42 38 38 37 36 43 38 36 44 37 40 37 40 37 37 35 40 45 40 40 38 39 38 38 41 39 45 40 44 45 44 39 35 37 42 36 45 44 41 45 43 45 45 35 39 36 38 38 38 40 37 35 36 35 36 
41 37 36 36 41 41 39 41 39 42 43 38 36 44 36 41 45 41 36 41 36 45 44 35 41 42 35 41 37 43 36 38 35 36 40 43 42 40 36 40 44 39 37 40 37 43 37 38 42 37 37 38 36 39 35 44 44 37 42 40 37 40 45 36 38 41 37 36 44 44 41 35 44 37 35 44 44 42 42 35 44 37 36 37 44 39 40 41 40 43 35 37 36 44 41 44 45 40 42 41 42 35 37 36 39 45 37 36 39 37 36 38 39 42 40 38 41 39 43 40 39 42 41 35 39 40 41 41 40 45 37 36 40 39 45 45 39 43 42 40 37 38 43 45 37 35 36 38 43 38 40 45 43 39 35 42 42 36 36 37 43 40 39 40 36 42 41 36 44 45 41 42 37 35 40 39 42 44 39 37 44 37 36 43 45 43 41 41 40 35 40 43 41 45 36 35 42 40 39 35 
35 35 35 36 45 39 37 35 38 39 44 45 38 40 38 44 42 40 39 37 36 45 35 37 41 37 41 37 39 37 41 43 42 35 37 40 44 40 42 45 43 44 38 41 45 45 41 42 35 40 41 43 38 39 40 39 38 45 35 38 43 45 39 36 35 44 39 40 39 38 42 35 41 38 39 43 40 40 38 41 44 39 38 36 44 45 36 38 35 41 44 41 36 43 45 45 43 37 44 36 45 42 38 43 37 41 41 38 35 41 37 39 45 36 40 36 38 41 43 39 42 36 39 45 41 45 42 42 42 35 43 37 44 36 43 36 40 43 40 35 40 41 35 38 39 37 45 45 43 39 40 35 35 41 45 35 42 39 40 39 35 37 39 37 39 44 36 40 36 35 45 37 39 37 41 45 37 41 39 36 39 35 43 38 36 40 42 45 37 42 36 44 43 44 37 35 41 40 37 40 
39 44 35 39 45 40 41 35 45 35 38 40 44 39 45 40 44 35 44 44 35 36 38 35 41 42 43 42 37 41 40 35 36 43 40 44 38 44 45 36 41 36 42 39 43 44 43 42 39 44 43 44 40 39 41 39 43 43 37 45 43 42 39 39 44 35 36 44 42 39 38 44 37 42 42 39 35 41 40 38 36 40 39 39 40 43 38 44 35 35 39 41 41 44 39 38 39 43 36 40 40 40 41 35 35 38 39 37 41 45 37 39 35 41 41 44 44 43 43 35 43 35 36 39 37 35 38 43 41 37 45 41 44 41 43 41 37 37 39 40 36 43 39 45 43 36 43 44 35 45 43 36 41 36 35 40 37 36 41 45 42 35 45 36 43 44 40 39 45 36 43 43 45 36 41 37 45 43 39 36 40 39 43 42 43 42 41 38 41 45 42 37 43 35 41 39 44 37 37 42 
44 41 38 42 38 43 40 36 36 37 44 44 38 43 44 42 43 43 37 43 41 43 45 45 45 45 43 42 44 39 45 35 41 40 44 37 41 40 43 35 40 38 41 43 35 43 39 40 42 40 38 45 40 38 41 45 45 40 39 40 35 36 42 37 36 43 43 44 39 42 37 38 40 41 43 45 36 41 45 35 39 42 38 39 37 39 43 42 39 35 38 37 38 38 40 37 38 37 44 43 40 40 39 45 35 36 36 37 37 44 41 43 44 38 44 36 37 43 43 43 44 36 39 45 43 43 37 38 41 41 44 37 42 41 39 45 36 42 41 43 39 38 40 39 39 43 38 36 45 42 36 43 36 38 45 40 39 36 45 39 43 36 41 45 44 45 37 36 44 39 37 43 45 35 41 37 38 44 43 38 38 35 37 39 45 43 35 37 40 38 41 42 40 40 41 37 43 41 39 45 
41 37 38 43 35 43 40 36 44 43 41 43 37 44 44 38 44 39 41 44 44 44 40 44 38 43 43 43 36 45 38 37 42 43 45 44 41 40 36 40 39 39 37 38 45 45 36 39 44 41 44 45 44 37 38 45 35 36 36 45 35 44 42 42 42 35 45 39 38 36 44 35 35 44 40 38 45 36 40 38 42 43 39 36 45 41 35 45 36 40 43 37 40 45 37 44 35 36 40 41 35 40 39 39 36 35 41 41 40 39 42 39 40 35 42 40 44 44 44 40 38 36 45 35 41 38 45 37 43 45 38 41 44 37 37 43 45 35 45 45 36 39 42 37 39 44 42 40 37 37 40 42 44 45 45 39 41 40 41 42 36 41 42 38 43 42 44 38 43 38 38 42 38 41 35 36 40 42 38 38 39 36 41 43 43 41 39 43 37 40 42 40 35 44 40 38 44 40 38 37 
39 45 41 41 44 36 35 42 36 39 43 43 36 38 41 44 36 41 35 40 44 43 42 40 35 44 43 40 45 40 39 36 39 44 39 45 35 37 39 36 36 40 43 36 43 43 40 37 42 37 41 38 35 43 41 40 44 42 44 41 40 36 43 35 35 36 36 40 37 38 35 45 35 40 37 40 38 41 38 40 36 38 45 35 40 44 37 40 38 44 43 38 43 42 40 41 39 38 45 39 37 40 41 42 37 38 41 37 40 45 36 44 44 44 42 41 41 38 36 41 39 37 45 44 38 42 38 43 45 43 41 45 43 37 42 44 43 40 37 43 45 41 36 35 40 40 45 35 41 45 35 37 43 37 42 39 40 45 39 40 37 39 44 36 36 44 43 40 45 44 42 38 45 37 37 44 37 44 44 37 36 37 39 39 44 35 43 41 45 44 42 39 41 37 45 43 38 43 36 39 
41 38 38 35 36 35 39 39 36 36 39 43 38 42 36 44 40 37 36 38 37 37 35 40 42 36 36 43 43 39 43 37 39 42 38 35 36 38 36 40 39 39 37 45 38 39 37 43 40 35 35 41 41 40 45 38 44 39 44 37 38 43 44 37 41 39 39 35 37 38 43 38 44 37 42 44 35 42 35 44 44 41 41 39 35 43 40 38 40 42 45 41 43 40 35 39 38 39 44 45 42 35 38 35 41 45 36 43 43 38 38 42 36 40 41 36 38 42 45 40 45 38 40 40 43 41 44 42 38 42 35 36 39 39 40 41 41 40 38 45 39 41 38 35 39 43 42 43 44 41 41 43 41 37 39 36 45 41 39 37 43 44 37 39 37 35 40 35 45 43 40 36 43 36 40 39 37 44 43 39 39 36 37 45 45 42 45 42 40 40 41 41 42 35 36 36 44 44 45 42 
40 38 43 42 36 43 37 44 37 45 36 35 45 41 45 36 42 44 35 36 42 36 39 35 35 40 45 41 43 35 45 45 39 38 44 43 45 35 41 44 37 36 39 38 45 40 35 42 37 38 44 36 43 37 36 39 40 36 45 37 39 39 39 38 39 43 40 43 41 37 36 42 43 40 43 36 39 36 39 36 36 36 45 44 41 39 45 43 35 41 43 40 41 42 36 44 41 36 38 41 37 37 37 36 43 42 42 42 43 43 37 42 35 37 37 42 40 35 43 35 39 43 44 40 44 38 45 36 40 36 43 37 35 41 38 40 43 36 43 42 42 40 40 37 40 40 39 41 38 35 35 39 41 36 44 35 37 38 42 44 39 43 36 38 35 38 42 45 39 36 35 41 45 38 35 38 38 40 35 35 45 45 42 45 42 43 37 40 39 43 41 44 41 37 38 40 39 37 37 38 
42 35 36 36 43 40 39 35 44 40 35 40 45 43 39 37 40 37 41 42 40 45 42 36 41 41 40 45 37 39 42 35 37 41 42 44 43 39 42 44 36 45 45 39 42 38 35 40 45 39 36 42 39 35 40 42 38 38 39 42 44 42 41 42 39 39 40 44 35 45 39 44 44 39 38 44 35 43 35 44 39 37 43 44 39 36 39 36 38 38 38 39 44 41 35 42 35 42 38 39 45 40 36 44 41 39 43 36 44 38 40 37 42 44 45 35 44 44 35 43 40 45 36 42 44 40 35 39 44 38 43 37 44 35 35 38 43 42 43 37 41 42 36 39 41 45 37 42 43 42 36 42 45 41 43 35 43 36 35 38 42 42 37 36 39 44 43 41 37 40 42 35 38 42 35 35 43 44 43 41 37 41 40 36 41 37 36 43 44 35 38 40 37 35 42 35 38 38 44 37 
