100 200 400 5 
20 13 10 16 19 
20 13 19 14 10 
15 20 19 19 13 
11 13 20 18 20 
18 10 19 12 12 
12 10 12 19 11 
17 12 14 13 20 
13 13 18 16 17 
14 20 18 16 13 
14 17 11 11 15 
12 16 19 16 20 
12 19 20 13 15 
16 16 13 18 10 
10 19 19 17 18 
19 18 16 12 18 
10 15 12 12 10 
14 18 16 19 19 
19 20 20 19 19 
15 13 19 14 14 
13 19 15 10 14 
16 12 18 14 15 
18 11 16 16 12 
13 11 13 15 10 
13 15 15 14 11 
13 20 14 14 10 
18 18 13 19 14 
18 14 14 11 13 
20 16 20 12 15 
13 11 16 13 15 
11 19 15 10 12 
17 12 19 18 16 
11 19 17 11 13 
20 10 16 20 12 
11 14 19 15 13 
13 11 17 12 16 
20 13 16 17 10 
18 13 10 20 11 
13 18 10 19 11 
11 20 20 17 13 
15 14 14 10 18 
20 19 18 12 11 
20 10 12 11 20 
20 15 20 14 11 
12 19 15 19 16 
14 19 11 13 14 
17 12 17 14 18 
12 15 17 19 12 
12 11 12 11 19 
13 20 20 18 13 
12 13 19 10 16 
16 18 10 11 10 
15 18 18 13 17 
20 14 11 18 17 
18 16 18 13 15 
14 15 15 17 15 
10 12 15 19 10 
18 18 15 15 14 
19 18 19 14 19 
13 16 20 10 15 
19 15 13 15 14 
19 18 14 12 11 
12 14 15 20 12 
18 14 20 18 12 
12 20 16 14 10 
13 15 12 19 15 
11 18 14 17 11 
18 17 12 16 17 
15 18 16 20 13 
12 20 19 20 10 
16 16 20 10 18 
20 12 13 18 19 
17 11 16 10 12 
19 19 10 17 12 
16 11 15 16 13 
19 12 14 13 20 
13 16 14 10 15 
14 20 18 11 10 
13 10 19 17 12 
18 11 10 19 15 
15 15 14 18 15 
17 15 15 12 20 
20 14 17 19 19 
10 11 18 14 17 
12 13 18 13 19 
16 12 17 16 18 
15 11 20 16 15 
20 13 19 16 19 
19 12 18 10 16 
12 14 11 13 16 
19 12 19 11 20 
17 10 18 17 16 
14 12 11 10 17 
14 14 14 16 17 
20 15 19 18 20 
19 14 17 12 14 
17 15 15 15 16 
16 19 11 11 14 
10 15 13 20 13 
10 15 10 11 10 
12 11 15 15 10 
19 13 13 20 19 
11 14 19 19 16 
18 11 12 14 18 
19 20 19 17 12 
15 13 20 16 18 
18 10 15 10 12 
14 15 19 13 20 
16 16 19 10 16 
14 10 10 18 18 
15 13 12 20 20 
10 15 12 12 19 
18 11 12 12 10 
10 15 13 18 10 
20 15 14 16 14 
11 10 16 14 20 
14 10 17 11 12 
20 19 13 18 18 
13 20 10 16 12 
14 16 19 11 14 
14 13 19 16 18 
19 10 13 12 16 
18 10 12 15 16 
18 14 12 20 11 
10 16 19 17 18 
13 11 18 11 16 
19 20 13 18 12 
20 10 15 13 14 
14 11 17 13 11 
19 13 15 14 13 
16 16 16 20 17 
10 13 18 19 12 
18 19 15 12 17 
19 19 17 15 14 
20 16 17 18 14 
16 13 11 20 19 
18 15 15 17 11 
14 16 15 16 16 
20 10 14 17 14 
13 13 19 16 16 
12 14 12 17 19 
12 16 12 19 17 
10 10 16 17 16 
10 13 20 14 20 
16 17 11 14 17 
15 13 16 10 13 
17 15 20 19 20 
19 14 12 13 13 
14 15 20 15 18 
13 18 15 19 15 
14 20 19 20 13 
17 11 13 17 18 
14 17 10 15 20 
17 12 12 13 15 
12 13 18 20 12 
11 19 11 11 16 
15 10 16 15 17 
12 15 15 15 14 
14 20 17 12 20 
14 10 11 10 19 
11 14 14 17 20 
18 14 12 13 20 
19 12 10 12 19 
19 20 10 12 17 
18 16 10 20 13 
15 17 19 14 20 
14 10 11 11 20 
16 16 18 16 15 
16 12 19 10 12 
16 19 18 15 17 
19 19 19 11 16 
16 13 10 15 15 
14 16 10 19 18 
10 18 12 12 17 
14 12 10 13 19 
20 15 17 14 12 
15 16 12 11 18 
17 13 14 20 20 
13 14 20 19 11 
18 10 11 13 10 
12 11 19 13 11 
13 10 12 17 12 
17 12 14 20 16 
13 16 18 15 15 
20 12 15 19 14 
15 10 20 19 11 
15 10 13 18 20 
12 19 10 15 14 
14 11 20 12 19 
12 18 17 15 15 
14 14 20 20 16 
16 12 11 19 12 
14 19 13 18 13 
15 11 16 15 13 
13 12 15 19 15 
12 11 15 10 10 
11 19 15 17 11 
12 10 11 12 13 
14 17 10 15 10 
17 18 17 15 11 
14 19 13 18 15 
12 16 20 18 10 
15 16 18 18 16 
10 16 10 11 19 
11 18 15 15 15 
11 20 14 15 18 
17 10 11 11 16 
14 17 11 15 20 
13 14 10 14 14 
13 17 19 19 19 
20 14 15 11 19 
17 15 10 15 19 
16 17 18 17 13 
11 12 13 17 18 
15 19 14 11 17 
16 19 18 15 20 
12 12 18 14 12 
10 20 16 19 15 
16 11 19 15 11 
11 13 15 11 11 
10 14 12 20 14 
19 20 16 16 16 
15 14 20 10 10 
18 15 12 17 20 
18 19 15 13 14 
19 10 17 16 15 
20 18 17 17 16 
18 18 19 19 16 
16 12 11 14 14 
11 14 17 16 16 
18 18 14 10 13 
15 16 15 19 11 
13 18 13 18 14 
13 20 11 13 18 
10 16 10 19 10 
15 15 15 16 15 
14 14 10 16 12 
19 13 18 11 20 
20 14 19 16 15 
19 18 19 17 20 
17 17 10 11 10 
20 19 10 17 11 
10 13 13 11 18 
13 20 15 11 12 
18 15 12 14 16 
12 14 13 18 11 
20 19 18 19 13 
13 18 20 10 16 
13 14 11 12 17 
17 11 12 18 17 
10 20 10 14 18 
10 20 12 11 12 
17 14 16 16 16 
10 17 11 18 18 
16 12 15 11 10 
13 14 18 19 15 
11 13 14 12 15 
19 13 16 14 15 
15 20 18 17 17 
20 16 14 17 18 
15 13 13 20 13 
17 11 14 14 15 
14 12 11 15 16 
20 20 18 17 13 
16 15 10 19 11 
10 13 13 16 17 
13 15 15 10 17 
14 11 19 10 17 
14 20 10 19 12 
19 14 14 12 11 
11 15 11 13 13 
15 16 15 12 15 
20 20 12 12 18 
14 10 12 20 16 
16 14 13 11 15 
15 19 11 13 15 
13 13 13 15 10 
10 10 11 14 12 
20 12 13 15 13 
11 10 20 13 10 
13 12 11 11 11 
18 19 11 14 16 
16 14 10 11 15 
15 18 18 20 11 
19 17 17 20 17 
10 10 16 13 20 
11 16 13 15 13 
10 20 16 14 14 
11 15 14 15 18 
10 12 14 16 11 
18 17 14 17 15 
14 15 20 15 12 
18 14 15 12 13 
394 337 470 476 545 22537 
322 368 429 322 319 24186 
489 541 425 518 341 25606 
411 467 413 528 366 27438 
304 505 483 307 380 26203 
311 383 458 300 517 22076 
431 347 483 428 314 25518 
341 302 474 389 321 21105 
433 575 358 444 522 23205 
329 416 344 356 338 25941 
574 344 462 325 457 29557 
567 486 414 350 433 20399 
471 323 469 439 394 23006 
416 435 374 595 334 26674 
408 558 405 539 569 21555 
333 360 315 334 523 26624 
324 600 400 438 593 29738 
513 326 589 532 385 20033 
526 360 393 429 352 20587 
344 579 352 386 476 29794 
406 598 338 557 368 24779 
320 452 581 345 573 20725 
583 578 373 591 350 22450 
510 582 307 549 421 23765 
363 348 305 532 467 22282 
330 420 401 416 376 22518 
513 465 533 376 590 29081 
584 589 380 326 456 26762 
450 349 390 392 399 25180 
487 381 406 385 442 28487 
446 317 516 478 339 27959 
416 309 525 530 382 25212 
457 546 402 371 372 29037 
369 438 447 342 357 23310 
367 425 309 449 346 24191 
302 338 536 379 542 20939 
358 511 461 324 365 23519 
348 317 569 427 343 28639 
524 560 500 309 359 23748 
373 446 368 381 544 26724 
316 529 471 334 478 29467 
596 319 336 307 446 21607 
560 335 405 543 426 25389 
515 449 484 541 379 25003 
599 539 317 431 345 25382 
402 342 471 450 329 24985 
453 451 526 325 390 23633 
437 470 324 550 313 20727 
336 518 431 334 432 24433 
369 581 421 351 409 23052 
434 356 580 344 332 27430 
391 318 591 427 419 24674 
445 340 468 499 541 23318 
327 426 339 473 484 23195 
374 527 591 300 495 23240 
590 519 465 544 589 28984 
548 585 435 495 346 22421 
355 395 547 394 306 20358 
597 458 426 314 426 24437 
564 484 373 379 506 21073 
462 451 491 309 590 20383 
565 310 330 562 499 21307 
580 574 447 523 336 29544 
567 328 489 515 418 26581 
422 306 391 434 451 24865 
523 458 536 523 405 23427 
578 379 498 528 410 28795 
341 440 311 321 432 25099 
314 572 406 339 376 22477 
309 317 400 360 440 23201 
504 321 463 431 518 22103 
554 432 578 539 382 27371 
427 492 346 324 417 26545 
522 459 523 486 365 21535 
501 306 419 509 409 25165 
533 600 553 340 324 23996 
362 554 423 334 419 28705 
322 366 517 583 462 27242 
540 510 504 360 305 29102 
349 484 502 554 369 24809 
583 556 578 389 416 28432 
362 546 566 553 519 25795 
480 454 511 380 328 24328 
400 374 486 324 476 20548 
445 316 411 476 462 27273 
457 397 490 318 569 24231 
347 309 406 437 582 27657 
439 593 514 340 341 29196 
594 580 302 465 442 25907 
459 368 486 561 424 20064 
554 463 553 355 534 23294 
578 352 371 409 395 23736 
477 448 435 559 367 22681 
402 506 575 546 379 28921 
337 597 447 360 514 22120 
475 506 496 404 389 26950 
495 496 554 564 568 20193 
435 549 494 486 573 26687 
480 507 555 439 529 26589 
326 382 309 529 316 22635 
54 65 77 56 51 93 72 70 59 70 71 100 76 71 88 70 73 94 97 86 98 95 53 52 53 75 59 82 83 73 53 93 91 99 97 85 87 81 65 100 64 97 94 69 82 54 57 66 95 82 65 54 85 61 59 51 52 56 86 51 67 74 70 52 69 67 85 56 64 92 72 88 58 67 52 69 76 71 57 59 93 93 93 50 83 92 60 72 51 100 66 98 57 77 53 70 67 59 54 61 67 100 57 59 95 65 50 73 53 55 52 82 53 75 60 89 55 59 61 94 77 51 99 65 70 91 99 98 71 53 78 60 78 70 53 94 74 92 59 78 92 68 82 52 73 64 90 75 65 50 94 78 86 78 96 50 62 92 70 94 60 77 60 95 85 80 76 84 83 55 57 99 70 61 98 87 100 87 81 66 66 55 65 97 88 89 93 92 65 81 56 82 90 92 90 77 67 57 53 80 
52 86 78 87 58 89 81 52 94 92 58 75 88 84 69 74 72 88 57 71 88 86 59 66 92 59 67 56 81 88 77 63 90 88 99 61 88 89 69 62 57 64 98 71 74 89 98 63 68 91 86 86 80 93 57 100 99 95 100 74 94 80 64 61 58 98 91 74 97 84 70 63 70 84 57 94 58 94 87 88 60 93 65 67 100 70 91 85 82 79 88 50 98 64 64 64 80 88 86 89 84 69 64 79 67 86 82 64 60 50 92 88 51 85 76 79 84 62 63 54 96 88 65 76 66 51 80 56 79 92 82 51 72 84 73 97 88 55 57 70 56 83 93 84 79 68 86 94 59 87 97 63 95 91 55 95 59 75 87 63 60 66 84 58 66 99 51 92 69 97 52 78 72 59 84 84 66 73 64 85 53 66 82 87 95 92 78 96 61 92 84 97 83 52 53 82 93 66 74 95 
59 62 75 89 70 66 84 60 62 84 67 89 87 67 61 50 67 63 96 57 53 85 86 87 66 57 56 74 78 95 67 59 90 100 59 53 69 99 57 90 94 69 70 99 77 95 74 96 98 62 97 86 72 50 78 55 96 64 57 63 63 83 50 65 50 52 62 91 67 78 89 89 83 74 62 73 65 70 85 52 60 69 86 78 72 66 58 85 66 79 67 72 67 91 89 58 84 94 70 84 79 85 78 76 67 53 57 100 75 62 66 93 77 71 94 53 93 60 77 99 79 76 71 78 88 71 93 76 61 57 86 91 70 61 79 70 51 75 61 90 65 85 89 71 83 51 92 79 90 73 83 88 63 85 95 86 85 58 57 78 85 100 82 64 94 85 85 78 92 62 74 66 78 75 61 86 82 61 62 88 63 76 62 70 75 57 96 97 73 70 68 58 86 65 62 81 95 54 56 83 
64 80 73 90 60 65 55 99 81 92 53 61 98 87 67 84 74 72 59 72 73 50 95 91 94 52 51 88 86 79 61 83 62 65 64 76 52 99 71 64 56 88 62 95 64 58 54 99 89 58 86 60 80 84 92 83 97 81 80 84 95 64 69 82 97 69 90 93 97 88 51 73 90 99 63 96 69 78 91 74 53 81 69 81 78 72 91 79 72 57 63 80 50 63 85 98 100 53 82 86 64 90 89 85 55 96 77 79 97 100 100 74 85 80 70 60 54 75 70 57 51 75 61 99 80 55 64 60 52 75 57 84 68 57 85 88 83 64 74 66 91 58 55 100 61 93 61 76 54 62 85 52 67 61 93 56 73 88 87 88 58 58 92 61 83 68 56 87 53 98 56 98 61 100 55 70 62 98 56 95 92 94 86 100 55 62 85 69 66 65 98 96 66 64 78 98 59 85 56 93 
95 97 78 96 93 87 70 89 76 82 67 72 68 82 67 69 92 66 50 67 68 70 67 67 51 82 97 82 59 87 95 65 65 95 88 66 70 67 51 66 61 86 56 97 75 52 53 89 89 92 54 67 99 82 94 58 54 98 75 83 67 51 88 83 97 50 80 96 89 85 75 73 84 93 71 91 52 52 59 91 78 77 81 68 76 62 64 83 65 68 96 53 66 93 91 53 67 56 99 64 84 81 86 66 82 88 64 60 53 84 57 54 100 79 75 94 66 83 50 98 60 82 96 85 66 99 61 54 97 79 72 60 75 94 74 78 55 88 85 67 55 76 91 86 76 73 100 76 88 80 75 100 77 93 64 97 60 68 87 50 93 90 79 63 98 54 83 55 69 98 77 87 53 51 88 97 69 73 59 90 55 58 78 77 71 55 89 57 100 77 100 69 75 95 69 92 67 82 78 99 
91 70 90 67 91 71 54 88 76 81 74 66 84 52 96 60 67 52 82 88 54 97 75 79 76 96 91 74 70 71 66 91 78 85 80 69 96 78 91 52 98 55 91 66 80 51 60 92 61 54 57 55 89 99 89 91 56 94 70 59 51 78 89 75 56 55 77 61 66 86 81 77 69 92 65 53 57 97 88 60 100 63 72 94 86 100 89 85 94 80 99 80 57 55 64 50 100 73 58 72 67 89 88 76 66 86 75 90 79 97 75 78 55 72 51 99 85 86 92 52 92 96 57 100 90 58 81 91 54 54 63 57 97 68 71 56 83 79 81 98 99 58 83 52 58 81 68 59 70 70 66 78 70 79 87 79 59 66 75 76 51 89 87 83 59 78 99 96 82 78 69 84 63 77 90 58 92 80 98 69 81 55 80 58 98 90 93 76 97 50 66 59 56 68 67 75 65 99 78 78 
50 58 56 93 71 78 75 79 74 80 98 91 93 89 75 75 68 97 98 71 50 90 84 96 98 92 65 76 90 77 77 78 96 92 63 65 74 83 77 78 68 62 79 100 57 93 84 63 95 93 95 80 88 75 83 54 73 59 86 54 96 83 87 51 75 100 92 71 91 61 86 59 70 89 83 90 97 82 92 82 72 96 92 59 60 67 99 74 50 62 63 90 68 83 74 96 68 76 64 70 60 69 57 88 70 72 73 79 96 71 74 69 71 52 84 76 72 92 77 68 84 55 62 63 96 61 72 51 92 53 60 64 94 52 74 83 63 88 54 77 58 76 54 68 97 84 84 87 86 79 78 82 70 90 87 92 68 55 53 85 72 98 74 64 74 80 82 90 87 60 53 76 99 98 86 73 66 88 81 68 65 79 91 52 59 95 83 56 71 53 58 64 65 56 81 57 87 71 53 76 
56 78 77 88 80 86 97 62 70 85 65 51 56 70 69 81 96 74 66 83 51 94 81 94 56 56 57 99 73 61 51 95 98 54 58 65 73 52 85 58 53 91 76 50 91 97 66 69 53 69 67 75 95 74 82 79 83 65 84 93 95 94 56 89 64 51 71 74 69 51 87 50 62 92 81 52 54 61 73 63 55 51 71 51 72 98 70 95 88 63 68 99 81 69 70 85 100 80 68 95 73 52 52 87 84 96 67 69 59 86 82 93 55 85 64 93 86 82 52 98 78 74 60 83 78 51 80 60 51 54 62 52 81 57 82 65 82 74 74 69 63 75 82 50 60 57 89 71 61 74 88 59 88 59 80 89 65 80 56 99 59 97 83 87 75 98 66 87 71 54 57 79 68 54 74 68 69 65 85 77 82 52 98 73 66 72 93 56 79 79 65 89 68 74 76 53 52 78 99 94 
97 58 89 85 87 50 69 81 73 51 82 72 54 69 68 64 90 100 78 64 85 68 69 58 54 86 74 80 57 89 85 87 79 92 82 75 66 79 94 51 80 81 81 57 82 60 56 69 69 94 51 82 54 99 61 50 99 52 64 62 69 79 67 95 93 64 90 87 69 76 80 87 83 83 57 60 58 81 61 92 74 83 66 50 50 90 67 96 77 91 96 96 96 99 67 68 51 91 59 90 74 99 85 88 97 83 60 63 60 79 80 78 88 85 64 74 59 52 62 70 71 59 58 93 58 59 100 57 56 77 88 76 74 81 99 78 63 54 64 58 65 53 85 92 88 57 67 85 99 96 59 59 62 94 62 90 63 66 93 67 76 98 57 78 69 73 65 63 60 99 59 53 85 79 92 92 93 77 75 91 80 64 58 59 81 68 51 82 66 55 89 75 69 63 56 57 70 60 76 77 
61 89 55 62 54 66 79 85 78 84 72 63 50 76 80 79 61 51 64 98 82 91 69 81 73 66 66 70 70 61 58 53 62 68 73 85 86 79 87 98 70 66 69 54 76 73 51 89 74 71 68 56 88 64 55 57 94 94 89 86 82 54 67 97 66 72 99 66 64 66 94 57 78 69 95 100 63 100 84 88 87 63 72 94 77 50 87 50 92 90 65 53 62 88 98 94 77 77 76 78 58 66 56 91 80 56 64 98 72 50 75 62 56 61 69 100 100 77 58 77 52 81 97 97 92 65 71 87 84 59 68 58 82 55 97 77 90 94 83 80 91 80 51 61 65 75 95 99 50 90 100 50 78 100 91 52 54 55 91 65 53 94 81 79 87 59 96 95 66 95 58 95 51 50 87 69 53 92 54 80 60 96 58 68 64 61 82 56 63 52 67 88 74 65 67 61 74 60 94 71 
56 58 87 97 67 82 76 91 56 54 99 100 70 62 81 99 50 70 57 92 50 60 98 93 59 92 82 53 80 61 73 91 77 97 70 88 64 99 58 74 93 69 71 77 96 52 86 98 63 69 72 78 63 56 68 72 72 79 76 90 100 65 70 62 65 84 56 78 62 58 85 96 86 100 64 77 52 57 87 81 96 51 86 72 91 76 95 74 90 61 87 51 51 92 83 78 58 83 93 94 87 61 92 51 86 63 63 63 64 70 63 87 87 76 61 52 52 96 87 94 55 97 80 73 57 96 69 67 77 55 54 84 52 98 76 98 99 83 79 64 52 87 86 86 73 65 83 85 74 63 81 85 60 91 69 52 73 51 70 68 56 50 99 50 52 86 87 83 78 61 96 100 100 87 94 83 95 53 77 71 65 96 87 61 94 82 92 95 53 88 67 77 79 79 54 73 50 64 53 61 
61 70 65 66 61 55 88 59 96 69 73 81 64 90 60 63 97 60 63 63 63 93 90 53 60 68 53 60 73 81 67 80 56 66 99 81 68 100 64 52 91 94 73 98 75 81 72 79 65 71 73 82 59 87 50 88 86 70 69 100 76 51 95 60 78 56 70 61 90 85 61 50 83 72 52 86 89 64 64 50 87 74 59 75 86 95 51 59 99 75 50 76 66 87 55 83 98 50 69 62 69 52 77 68 92 100 73 64 92 69 60 84 93 68 97 81 63 89 76 98 93 64 56 57 94 97 60 61 98 98 73 65 51 93 98 100 93 82 67 53 70 80 78 94 69 53 64 80 73 83 99 99 77 95 52 66 66 67 61 75 78 52 95 52 65 65 59 64 84 92 60 71 70 56 99 88 70 85 91 75 90 74 67 77 93 82 56 54 99 54 53 78 59 92 66 53 72 51 91 55 
51 56 55 61 98 89 74 51 86 92 82 94 82 54 84 90 64 53 87 73 65 92 54 72 61 73 56 68 92 68 63 78 70 53 75 54 83 97 64 97 73 91 84 57 97 97 59 64 52 100 55 75 79 89 100 95 80 93 50 82 75 99 93 59 50 87 96 98 94 85 67 52 55 81 91 78 100 54 80 55 87 88 84 65 87 99 61 77 51 58 87 62 59 81 91 98 76 71 85 67 100 66 85 77 73 55 55 82 59 55 70 90 93 63 100 60 86 57 76 88 68 61 95 93 55 93 72 66 70 52 79 76 86 63 79 62 97 75 50 50 51 61 51 78 94 69 94 93 78 94 100 57 58 62 95 53 71 93 50 91 58 77 87 75 87 87 67 99 59 57 96 76 89 69 61 99 70 57 96 67 87 50 76 85 59 97 69 97 72 64 68 91 81 85 75 51 56 96 77 51 
95 90 55 87 92 52 63 53 98 56 86 54 85 95 97 96 86 51 87 85 50 60 86 50 62 66 74 64 76 60 99 54 64 75 100 91 80 88 97 61 57 64 72 95 78 87 73 71 91 82 81 84 52 90 58 95 74 74 77 96 74 69 93 92 85 53 61 89 68 92 79 87 75 70 66 92 51 61 99 83 62 51 91 93 99 79 84 86 55 50 90 55 61 82 93 86 93 80 60 99 98 98 57 51 58 83 88 74 63 95 69 94 56 61 59 87 89 80 82 55 80 58 64 91 71 57 81 77 61 73 97 55 89 56 76 63 72 72 92 100 60 74 94 93 78 62 78 83 54 96 82 68 56 62 57 54 77 64 58 98 64 58 92 64 76 87 50 92 96 63 78 80 96 65 55 76 91 77 92 59 96 93 73 65 79 66 62 80 55 99 68 74 75 50 59 87 83 68 71 66 
90 61 81 72 83 77 97 63 64 71 82 86 78 79 87 68 79 75 73 78 57 77 92 99 98 92 82 70 87 92 91 53 63 100 83 77 56 50 78 50 52 79 63 81 56 81 92 54 67 50 86 95 50 82 62 93 95 98 94 52 54 63 71 77 63 76 79 85 96 68 71 84 96 57 80 92 66 57 100 58 89 65 84 94 71 91 81 64 94 55 78 73 87 80 51 69 84 75 84 80 53 96 89 99 58 66 61 68 77 89 55 75 90 78 90 66 74 75 81 81 83 62 94 93 74 77 72 84 58 58 87 69 68 58 95 100 68 69 57 80 94 77 97 95 93 79 84 65 92 66 63 78 64 83 96 54 89 63 93 88 73 66 55 99 87 97 69 67 87 89 72 81 92 58 54 76 78 91 80 77 79 54 72 89 94 77 53 73 53 84 60 68 97 98 55 71 77 61 95 91 
56 76 79 77 56 79 53 67 84 79 55 80 77 88 89 80 83 96 60 89 89 87 50 91 78 78 77 76 67 97 85 76 70 77 100 83 60 54 63 50 89 90 72 84 99 99 64 95 82 56 86 95 91 77 83 100 50 59 67 93 53 87 67 72 70 52 100 95 80 59 86 59 58 89 97 80 98 59 100 83 67 73 90 68 95 62 57 97 65 52 78 70 53 94 74 83 56 59 50 57 54 51 95 95 68 58 61 59 52 88 67 88 53 56 70 51 89 90 91 50 85 61 92 55 54 79 100 71 76 99 80 60 85 74 71 77 94 58 95 92 65 95 65 75 95 84 72 50 77 74 98 67 83 100 95 92 58 98 58 67 60 63 68 80 75 70 86 82 74 78 78 66 85 63 52 62 99 65 83 80 87 65 57 78 82 63 91 74 76 97 66 50 57 86 98 81 85 54 86 73 
91 100 59 62 88 61 56 70 64 91 80 80 68 83 60 89 59 57 55 52 89 74 71 51 58 83 76 96 95 50 88 62 92 91 93 96 54 77 96 63 61 100 77 67 79 81 52 74 64 70 57 85 50 75 61 51 91 71 86 63 98 63 73 51 51 68 60 52 73 84 58 94 55 99 68 99 86 58 84 100 67 79 98 53 97 86 72 53 82 85 76 85 77 69 54 56 89 82 100 93 75 52 56 71 75 78 63 69 98 95 67 91 82 91 70 60 58 80 64 56 90 73 96 86 80 65 85 76 100 81 60 100 78 69 67 85 75 99 75 78 96 59 64 56 51 53 95 58 61 94 54 72 81 72 71 90 99 98 87 50 77 91 86 63 67 83 73 50 99 90 71 83 100 69 77 89 76 90 90 68 60 68 87 90 84 51 73 57 97 90 71 89 60 73 94 76 77 77 60 89 
57 87 80 55 62 51 92 87 65 61 94 80 79 69 67 88 52 70 60 81 69 68 54 98 70 63 67 77 77 91 75 71 88 65 86 50 60 79 61 52 88 88 71 100 79 93 74 74 51 51 57 61 54 96 94 80 91 94 86 68 80 81 82 70 60 92 87 57 72 83 75 84 83 68 72 82 50 70 58 91 90 59 60 94 51 79 97 79 100 64 94 57 79 50 57 87 79 95 90 94 67 52 85 50 55 93 66 77 77 83 85 68 66 98 63 65 78 66 100 97 96 83 51 100 82 55 86 66 85 69 56 65 95 95 53 59 58 100 81 99 90 59 80 57 92 77 71 74 85 60 62 74 57 76 90 64 96 57 92 76 79 82 70 91 76 58 99 53 100 82 54 61 75 63 51 87 74 91 81 88 88 68 70 98 94 72 98 72 99 52 55 55 65 57 65 59 88 84 100 65 
52 87 78 70 59 79 71 85 75 94 66 50 95 54 94 67 70 82 53 60 73 64 94 53 58 98 96 62 80 58 99 98 88 82 91 79 100 54 55 88 72 66 91 78 100 96 55 64 73 80 88 65 80 75 65 91 99 62 95 71 90 91 88 79 90 74 99 80 60 77 68 73 81 100 77 62 90 59 87 64 64 64 95 85 62 91 93 78 58 54 76 53 62 72 62 83 56 67 84 59 72 72 74 65 80 64 67 65 76 79 71 72 55 69 74 65 100 56 78 55 94 80 91 50 91 78 100 60 97 62 80 73 53 59 79 99 75 64 75 66 70 54 100 73 51 100 94 55 81 58 58 88 61 65 83 55 71 83 67 89 87 76 61 84 58 79 70 95 87 65 58 61 93 78 58 85 80 98 57 56 98 94 69 97 69 74 73 50 93 78 58 83 61 76 85 50 90 72 71 82 
72 53 60 66 74 99 96 59 87 98 52 52 92 81 89 70 54 77 57 63 53 95 72 65 55 61 96 93 77 87 71 55 75 60 71 88 81 87 69 85 59 98 99 91 65 85 55 98 96 96 64 64 94 53 97 66 84 82 88 64 86 66 57 68 89 88 54 90 55 95 87 83 88 91 82 83 55 82 55 87 90 72 79 87 95 62 90 61 81 83 79 93 84 57 53 68 58 72 80 93 99 99 60 90 59 95 81 63 86 79 54 71 67 86 92 50 83 84 58 81 99 100 68 64 87 51 58 94 85 84 74 73 86 50 55 78 74 69 81 69 55 71 63 93 58 96 75 72 76 71 62 68 98 61 75 58 79 63 57 85 68 66 73 67 95 90 76 59 71 51 71 50 85 64 53 53 78 84 74 59 70 63 52 59 56 76 61 79 88 56 81 100 71 54 65 56 78 82 82 69 
